简历ID,应聘岗位,所属部门,招聘渠道,简历投递时间,简历筛选结果,筛选完成时间,一面时间,一面面试官,一面结果,二面时间,二面面试官,二面结果,终面时间,终面面试官,终面结果,Offer发放时间,候选人期望薪资,Offer定薪,是否接受Offer,入职时间,是否到岗
RES00872,财务会计,财务部,BOSS直聘,2024-02-27,不通过,,,,,,,,,,,,,,,,否
RES00873,测试工程师,技术部,内部推荐,2024-05-23,通过,2024-05-27,2024-05-28,张明,候选人放弃,,,,,,,,,,,,否
RES00874,产品经理,产品部,猎聘,2025-05-30,不通过,,,,,,,,,,,,,,,,否
RES00875,HRBP,人事部,猎头,2024-10-23,通过,2024-10-24,2024-11-02,马利,通过,2024-11-01,邵欢,通过,2024-11-12,李琳,不通过,,,,,,否
RES00876,测试工程师,技术部,BOSS直聘,2024-08-27,不通过,,,,,,,,,,,,,,,,否
RES00877,产品运营,运营部,前程无忧,2024-11-22,不通过,,,,,,,,,,,,,,,,否
RES00878,产品经理,产品部,前程无忧,2024-11-24,通过,2024-11-28,2024-12-04,王杨,通过,2024-12-03,许琴,通过,2024-12-10,袁欣,通过,2024-12-12,25k,24776.0,是,2025-01-10,是
RES00879,测试工程师,技术部,BOSS直聘,2024-08-30,通过,2024-08-31,2024-09-03,侯博,不通过,,,,,,,,,,,,否
RES00880,产品经理,产品部,前程无忧,2024-11-05,不通过,,,,,,,,,,,,,,,,否
RES00881,前端开发工程师,技术部,智联招聘,2024-05-26,不通过,,,,,,,,,,,,,,,,否
RES00882,数据分析师,产品部,智联招聘,2025-06-17,不通过,,,,,,,,,,,,,,,,否
RES00883,产品经理,产品部,智联招聘,2024-08-14,不通过,,,,,,,,,,,,,,,,否
RES00884,测试工程师,技术部,BOSS直聘,2025-02-27,不通过,,,,,,,,,,,,,,,,否
RES00885,市场推广,市场部,前程无忧,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES00886,Java开发工程师,技术部,智联招聘,2024-10-08,通过,2024-10-12,2024-10-13,程凯,通过,2024-10-15,魏凯,不通过,,,,,,,,,否
RES00887,产品经理,产品部,BOSS直聘,2024-03-03,通过,2024-03-06,2024-03-13,周洋,通过,2024-03-17,王磊,不通过,,,,,,,,,否
RES00888,客服主管,客服部,智联招聘,2024-06-28,不通过,,,,,,,,,,,,,,,,否
RES00889,产品运营,运营部,BOSS直聘,2025-03-13,通过,2025-03-15,2025-03-17,崔玉梅,通过,2025-03-24,陈秀珍,不通过,,,,,,,,,否
RES00890,产品经理,产品部,智联招聘,2025-05-22,不通过,,,,,,,,,,,,,,,,否
RES00891,行政专员,人事部,BOSS直聘,2024-02-18,通过,2024-02-23,2024-02-27,侯萍,通过,2024-02-27,张瑞,通过,2024-03-08,陈文,通过,2024-03-10,29k,32305.0,是,2024-04-03,是
RES00892,Java开发工程师,技术部,前程无忧,2024-12-18,不通过,,,,,,,,,,,,,,,,否
RES00893,销售代表,销售部,猎聘,2025-01-25,不通过,,,,,,,,,,,,,,,,否
RES00894,Java开发工程师,技术部,猎聘,2025-06-21,不通过,,,,,,,,,,,,,,,,否
RES00895,财务会计,财务部,内部推荐,2024-11-22,不通过,,,,,,,,,,,,,,,,否
RES00896,销售代表,销售部,智联招聘,2025-03-02,不通过,,,,,,,,,,,,,,,,否
RES00897,前端开发工程师,技术部,前程无忧,2025-02-22,不通过,,,,,,,,,,,,,,,,否
RES00898,测试工程师,技术部,内部推荐,2024-06-01,通过,2024-06-03,2024-06-05,罗雪梅,通过,2024-06-11,王红霞,不通过,,,,,,,,,否
RES00899,Java开发工程师,技术部,智联招聘,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES00900,数据分析师,产品部,猎聘,2025-01-20,通过,2025-01-22,2025-01-26,王海燕,不通过,,,,,,,,,,,,否
RES00901,财务会计,财务部,智联招聘,2024-07-07,通过,2024-07-11,2024-07-16,赵桂兰,通过,2024-07-16,程佳,通过,2024-07-26,翁平,不通过,,,,,,否
RES00902,测试工程师,技术部,智联招聘,2025-04-29,不通过,,,,,,,,,,,,,,,,否
RES00903,Java开发工程师,技术部,内部推荐,2024-09-03,通过,2024-09-07,2024-09-09,刘兵,通过,2024-09-16,孙平,通过,2024-09-15,洪洁,通过,2024-09-19,28k,30649.0,是,2024-10-16,是
RES00904,产品经理,产品部,BOSS直聘,2024-08-18,不通过,,,,,,,,,,,,,,,,否
RES00905,数据分析师,产品部,智联招聘,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES00906,HRBP,人事部,BOSS直聘,2024-05-27,不通过,,,,,,,,,,,,,,,,否
RES00907,HRBP,人事部,智联招聘,2025-04-19,不通过,,,,,,,,,,,,,,,,否
RES00908,财务会计,财务部,BOSS直聘,2024-02-29,不通过,,,,,,,,,,,,,,,,否
RES00909,数据分析师,产品部,前程无忧,2025-02-26,不通过,,,,,,,,,,,,,,,,否
RES00910,数据分析师,产品部,内部推荐,2025-03-02,通过,2025-03-07,2025-03-08,慕军,不通过,,,,,,,,,,,,否
RES00911,Java开发工程师,技术部,内部推荐,2025-06-26,不通过,,,,,,,,,,,,,,,,否
RES00912,财务会计,财务部,智联招聘,2024-05-17,不通过,,,,,,,,,,,,,,,,否
RES00913,前端开发工程师,技术部,猎头,2025-02-01,通过,2025-02-04,2025-02-08,吴柳,通过,2025-02-14,杨艳,不通过,,,,,,,,,否
RES00914,HRBP,人事部,前程无忧,2024-09-05,不通过,,,,,,,,,,,,,,,,否
RES00915,行政专员,人事部,智联招聘,2024-09-18,通过,2024-09-23,2024-09-28,鞠帆,不通过,,,,,,,,,,,,否
RES00916,销售代表,销售部,内部推荐,2024-07-27,不通过,,,,,,,,,,,,,,,,否
RES00917,市场推广,市场部,猎聘,2024-12-04,通过,2024-12-07,2024-12-12,王利,不通过,,,,,,,,,,,,否
RES00918,产品经理,产品部,内部推荐,2024-03-21,通过,2024-03-26,2024-03-29,杜琴,通过,2024-04-04,孙金凤,不通过,,,,,,,,,否
RES00919,数据分析师,产品部,BOSS直聘,2025-04-05,通过,2025-04-08,2025-04-14,房帆,不通过,,,,,,,,,,,,否
RES00920,行政专员,人事部,智联招聘,2025-01-14,不通过,,,,,,,,,,,,,,,,否
RES00921,行政专员,人事部,校园招聘,2024-04-04,不通过,,,,,,,,,,,,,,,,否
RES00922,产品运营,运营部,前程无忧,2024-07-14,不通过,,,,,,,,,,,,,,,,否
RES00923,行政专员,人事部,猎聘,2024-02-22,不通过,,,,,,,,,,,,,,,,否
RES00924,销售代表,销售部,前程无忧,2024-10-01,不通过,,,,,,,,,,,,,,,,否
RES00925,数据分析师,产品部,内部推荐,2025-01-21,不通过,,,,,,,,,,,,,,,,否
RES00926,销售代表,销售部,BOSS直聘,2024-02-10,不通过,,,,,,,,,,,,,,,,否
RES00927,产品经理,产品部,前程无忧,2024-03-15,通过,2024-03-16,2024-03-20,郑梅,通过,2024-03-29,杨璐,通过,2024-04-02,吴婷,通过,2024-04-06,17k,16997.0,是,2024-04-14,是
RES00928,财务会计,财务部,BOSS直聘,2024-07-11,通过,2024-07-13,2024-07-14,何玉,通过,2024-07-23,陆岩,不通过,,,,,,,,,否
RES00929,数据分析师,产品部,猎聘,2024-08-10,不通过,,,,,,,,,,,,,,,,否
RES00930,数据分析师,产品部,内部推荐,2025-05-05,不通过,,,,,,,,,,,,,,,,否
RES00931,客服主管,客服部,BOSS直聘,2024-08-01,通过,2024-08-03,2024-08-09,朱利,通过,2024-08-08,李颖,不通过,,,,,,,,,否
RES00932,客服主管,客服部,猎聘,2024-12-06,不通过,,,,,,,,,,,,,,,,否
RES00933,Java开发工程师,技术部,智联招聘,2024-11-06,不通过,,,,,,,,,,,,,,,,否
RES00934,Java开发工程师,技术部,BOSS直聘,2024-01-16,不通过,,,,,,,,,,,,,,,,否
RES00935,市场推广,市场部,智联招聘,2024-08-04,不通过,,,,,,,,,,,,,,,,否
RES00936,测试工程师,技术部,BOSS直聘,2024-07-13,不通过,,,,,,,,,,,,,,,,否
RES00937,测试工程师,技术部,智联招聘,2024-04-30,不通过,,,,,,,,,,,,,,,,否
RES00938,数据分析师,产品部,智联招聘,2025-05-05,通过,2025-05-06,2025-05-15,李瑞,不通过,,,,,,,,,,,,否
RES00939,销售代表,销售部,内部推荐,2024-09-05,不通过,,,,,,,,,,,,,,,,否
RES00940,Java开发工程师,技术部,内部推荐,2024-07-28,不通过,,,,,,,,,,,,,,,,否
RES00941,产品运营,运营部,前程无忧,2025-02-10,不通过,,,,,,,,,,,,,,,,否
RES00942,测试工程师,技术部,BOSS直聘,2024-09-02,不通过,,,,,,,,,,,,,,,,否
RES00943,Java开发工程师,技术部,校园招聘,2024-11-25,不通过,,,,,,,,,,,,,,,,否
RES00944,前端开发工程师,技术部,猎聘,2024-10-16,不通过,,,,,,,,,,,,,,,,否
RES00945,前端开发工程师,技术部,BOSS直聘,2025-01-24,通过,2025-01-29,2025-01-28,徐晨,通过,2025-02-01,蒋洋,通过,2025-02-10,陈洁,不通过,,,,,,否
RES00946,产品运营,运营部,内部推荐,2025-04-22,通过,2025-04-25,2025-05-02,吴玉兰,候选人放弃,,,,,,,,,,,,否
RES00947,行政专员,人事部,BOSS直聘,2025-06-30,不通过,,,,,,,,,,,,,,,,否
RES00948,前端开发工程师,技术部,前程无忧,2025-01-02,通过,2025-01-05,2025-01-07,庞利,通过,2025-01-12,吴志强,通过,2025-01-20,唐秀珍,通过,2025-01-17,16k,17111.0,是,2025-02-10,是
RES00949,客服主管,客服部,智联招聘,2024-11-11,通过,2024-11-14,2024-11-19,王畅,不通过,,,,,,,,,,,,否
RES00950,测试工程师,技术部,智联招聘,2024-09-24,不通过,,,,,,,,,,,,,,,,否
RES00951,客服主管,客服部,校园招聘,2025-01-03,不通过,,,,,,,,,,,,,,,,否
RES00952,前端开发工程师,技术部,智联招聘,2025-06-09,不通过,,,,,,,,,,,,,,,,否
RES00953,Java开发工程师,技术部,BOSS直聘,2025-05-24,不通过,,,,,,,,,,,,,,,,否
RES00954,市场推广,市场部,校园招聘,2025-04-22,不通过,,,,,,,,,,,,,,,,否
RES00955,市场推广,市场部,校园招聘,2024-04-10,通过,2024-04-14,2024-04-20,周秀荣,不通过,,,,,,,,,,,,否
RES00956,客服主管,客服部,猎聘,2025-04-25,不通过,,,,,,,,,,,,,,,,否
RES00957,前端开发工程师,技术部,智联招聘,2024-11-23,不通过,,,,,,,,,,,,,,,,否
RES00958,行政专员,人事部,BOSS直聘,2024-07-27,不通过,,,,,,,,,,,,,,,,否
RES00959,产品经理,产品部,内部推荐,2025-01-14,不通过,,,,,,,,,,,,,,,,否
RES00960,Java开发工程师,技术部,BOSS直聘,2024-11-16,不通过,,,,,,,,,,,,,,,,否
RES00961,数据分析师,产品部,BOSS直聘,2025-02-27,不通过,,,,,,,,,,,,,,,,否
RES00962,Java开发工程师,技术部,前程无忧,2024-02-16,不通过,,,,,,,,,,,,,,,,否
RES00963,市场推广,市场部,BOSS直聘,2024-08-14,不通过,,,,,,,,,,,,,,,,否
RES00964,前端开发工程师,技术部,BOSS直聘,2024-05-29,通过,2024-06-01,2024-06-03,林欣,通过,2024-06-11,潘秀英,通过,2024-06-12,李小红,不通过,,,,,,否
RES00965,财务会计,财务部,智联招聘,2024-01-17,不通过,,,,,,,,,,,,,,,,否
RES00966,测试工程师,技术部,BOSS直聘,2024-09-24,通过,2024-09-29,2024-10-03,丁琳,不通过,,,,,,,,,,,,否
RES00967,HRBP,人事部,BOSS直聘,2025-03-03,不通过,,,,,,,,,,,,,,,,否
RES00968,测试工程师,技术部,BOSS直聘,2024-10-29,不通过,,,,,,,,,,,,,,,,否
RES00969,数据分析师,产品部,BOSS直聘,2024-06-05,不通过,,,,,,,,,,,,,,,,否
RES00970,前端开发工程师,技术部,猎聘,2024-07-19,不通过,,,,,,,,,,,,,,,,否
RES00971,产品运营,运营部,内部推荐,2024-12-03,通过,2024-12-06,2024-12-10,奉晶,通过,2024-12-12,熊玉梅,不通过,,,,,,,,,否
RES00972,前端开发工程师,技术部,智联招聘,2024-08-23,不通过,,,,,,,,,,,,,,,,否
RES00973,Java开发工程师,技术部,前程无忧,2025-01-23,不通过,,,,,,,,,,,,,,,,否
RES00974,测试工程师,技术部,BOSS直聘,2024-09-08,通过,2024-09-13,2024-09-18,林斌,候选人放弃,,,,,,,,,,,,否
RES00975,产品经理,产品部,BOSS直聘,2025-05-26,不通过,,,,,,,,,,,,,,,,否
RES00976,产品运营,运营部,BOSS直聘,2024-12-11,不通过,,,,,,,,,,,,,,,,否
RES00977,市场推广,市场部,前程无忧,2024-09-20,不通过,,,,,,,,,,,,,,,,否
RES00978,销售代表,销售部,内部推荐,2025-05-15,通过,2025-05-17,2025-05-18,黄莹,通过,2025-05-28,马伟,通过,2025-05-29,罗娟,通过,2025-06-07,25k,24608.0,是,2025-07-01,是
RES00979,销售代表,销售部,前程无忧,2025-05-17,不通过,,,,,,,,,,,,,,,,否
RES00980,财务会计,财务部,智联招聘,2025-04-16,不通过,,,,,,,,,,,,,,,,否
RES00981,市场推广,市场部,BOSS直聘,2024-06-21,通过,2024-06-26,2024-06-28,李佳,通过,2024-07-06,徐磊,不通过,,,,,,,,,否
RES00982,行政专员,人事部,内部推荐,2024-12-26,通过,2024-12-27,2025-01-03,萧萍,不通过,,,,,,,,,,,,否
RES00983,客服主管,客服部,智联招聘,2024-06-22,通过,2024-06-23,2024-06-25,艾俊,通过,2024-07-02,孙秀云,通过,2024-07-12,廖娜,不通过,,,,,,否
RES00984,测试工程师,技术部,内部推荐,2024-05-23,不通过,,,,,,,,,,,,,,,,否
RES00985,财务会计,财务部,前程无忧,2025-05-15,通过,2025-05-18,2025-05-20,马兵,通过,2025-05-30,石凤兰,不通过,,,,,,,,,否
RES00986,销售代表,销售部,内部推荐,2024-07-07,不通过,,,,,,,,,,,,,,,,否
RES00987,客服主管,客服部,校园招聘,2024-03-01,通过,2024-03-06,2024-03-11,石桂英,不通过,,,,,,,,,,,,否
RES00988,行政专员,人事部,校园招聘,2025-06-20,通过,2025-06-24,2025-06-24,黄磊,通过,2025-06-29,耿倩,通过,2025-07-09,谢成,通过,2025-07-06,20k,20811.0,是,2025-08-06,是
RES00989,市场推广,市场部,前程无忧,2024-02-04,不通过,,,,,,,,,,,,,,,,否
RES00990,客服主管,客服部,前程无忧,2024-03-17,通过,2024-03-21,2024-03-27,梁凯,不通过,,,,,,,,,,,,否
RES00991,市场推广,市场部,BOSS直聘,2024-02-19,不通过,,,,,,,,,,,,,,,,否
RES00992,行政专员,人事部,校园招聘,2024-01-07,不通过,,,,,,,,,,,,,,,,否
RES00993,HRBP,人事部,智联招聘,2025-02-26,通过,2025-03-03,2025-03-08,李云,通过,2025-03-13,林璐,通过,2025-03-11,杨丽丽,不通过,,,,,,否
RES00994,产品运营,运营部,BOSS直聘,2024-05-20,不通过,,,,,,,,,,,,,,,,否
RES00995,客服主管,客服部,智联招聘,2024-08-24,不通过,,,,,,,,,,,,,,,,否
RES00996,测试工程师,技术部,BOSS直聘,2024-03-10,通过,2024-03-12,2024-03-14,张瑜,不通过,,,,,,,,,,,,否
RES00997,客服主管,客服部,前程无忧,2024-06-03,不通过,,,,,,,,,,,,,,,,否
RES00998,市场推广,市场部,前程无忧,2024-01-10,不通过,,,,,,,,,,,,,,,,否
RES00999,市场推广,市场部,智联招聘,2024-08-11,通过,2024-08-16,2024-08-16,周志强,通过,2024-08-22,张桂荣,通过,2024-08-27,孟玉华,不通过,,,,,,否
RES01000,客服主管,客服部,BOSS直聘,2025-06-01,通过,2025-06-02,2025-06-10,王颖,通过,2025-06-12,李冬梅,通过,2025-06-16,刘秀英,不通过,,,,,,否
RES01001,市场推广,市场部,校园招聘,2025-04-11,通过,2025-04-15,2025-04-19,周斌,通过,2025-04-18,刘畅,通过,2025-04-27,邓畅,通过,2025-05-05,22k,24650.0,否,,否
RES01002,产品经理,产品部,内部推荐,2025-01-17,通过,2025-01-22,2025-01-22,夏秀华,通过,2025-01-31,杨宇,通过,2025-02-05,孙璐,通过,2025-02-03,31k,30736.0,是,2025-03-09,是
RES01003,数据分析师,产品部,内部推荐,2024-03-02,通过,2024-03-06,2024-03-05,雷慧,通过,2024-03-16,陈晶,不通过,,,,,,,,,否
RES01004,测试工程师,技术部,智联招聘,2025-05-09,不通过,,,,,,,,,,,,,,,,否
RES01005,产品经理,产品部,内部推荐,2025-05-14,不通过,,,,,,,,,,,,,,,,否
RES01006,数据分析师,产品部,前程无忧,2024-01-17,不通过,,,,,,,,,,,,,,,,否
RES01007,HRBP,人事部,BOSS直聘,2024-01-07,不通过,,,,,,,,,,,,,,,,否
RES01008,HRBP,人事部,BOSS直聘,2025-06-28,不通过,,,,,,,,,,,,,,,,否
RES01009,HRBP,人事部,智联招聘,2025-02-25,不通过,,,,,,,,,,,,,,,,否
RES01010,销售代表,销售部,BOSS直聘,2024-01-13,不通过,,,,,,,,,,,,,,,,否
RES01011,销售代表,销售部,猎头,2024-01-18,通过,2024-01-19,2024-01-22,张杰,通过,2024-02-02,周瑜,通过,2024-01-30,胡红霞,通过,2024-02-11,25k,23537.0,是,2024-03-16,是
RES01012,前端开发工程师,技术部,BOSS直聘,2025-06-26,不通过,,,,,,,,,,,,,,,,否
RES01013,财务会计,财务部,智联招聘,2024-10-08,不通过,,,,,,,,,,,,,,,,否
RES01014,测试工程师,技术部,智联招聘,2024-10-20,不通过,,,,,,,,,,,,,,,,否
RES01015,产品运营,运营部,智联招聘,2024-01-18,通过,2024-01-20,2024-01-28,杨林,通过,2024-02-02,丛坤,通过,2024-02-05,李凯,通过,2024-02-11,9k,9457.0,否,,否
RES01016,产品经理,产品部,前程无忧,2025-05-29,不通过,,,,,,,,,,,,,,,,否
RES01017,行政专员,人事部,BOSS直聘,2025-03-16,通过,2025-03-17,2025-03-25,郑秀梅,不通过,,,,,,,,,,,,否
RES01018,产品运营,运营部,内部推荐,2024-07-02,通过,2024-07-03,2024-07-07,牛冬梅,候选人放弃,,,,,,,,,,,,否
RES01019,数据分析师,产品部,智联招聘,2024-04-19,不通过,,,,,,,,,,,,,,,,否
RES01020,产品运营,运营部,前程无忧,2024-04-08,通过,2024-04-09,2024-04-17,王桂英,通过,2024-04-15,戴玉,不通过,,,,,,,,,否
RES01021,行政专员,人事部,猎聘,2025-06-20,不通过,,,,,,,,,,,,,,,,否
RES01022,Java开发工程师,技术部,校园招聘,2024-06-01,不通过,,,,,,,,,,,,,,,,否
RES01023,客服主管,客服部,内部推荐,2024-09-03,通过,2024-09-04,2024-09-07,尹玉华,通过,2024-09-16,彭玉英,通过,2024-09-19,舒琴,不通过,,,,,,否
RES01024,财务会计,财务部,前程无忧,2024-07-15,不通过,,,,,,,,,,,,,,,,否
RES01025,测试工程师,技术部,智联招聘,2025-06-23,不通过,,,,,,,,,,,,,,,,否
RES01026,前端开发工程师,技术部,前程无忧,2024-09-15,通过,2024-09-17,2024-09-21,李帅,通过,2024-09-30,王杨,通过,2024-09-28,蒋文,通过,2024-10-04,9k,9623.0,是,2024-10-17,是
RES01027,数据分析师,产品部,内部推荐,2024-12-28,通过,2024-12-30,2025-01-04,郑金凤,通过,2025-01-05,万伟,通过,2025-01-17,金想,通过,2025-01-22,33k,31203.0,是,2025-02-10,是
RES01028,测试工程师,技术部,校园招聘,2024-09-30,不通过,,,,,,,,,,,,,,,,否
RES01029,HRBP,人事部,BOSS直聘,2025-02-10,通过,2025-02-12,2025-02-15,唐荣,通过,2025-02-25,余桂英,不通过,,,,,,,,,否
RES01030,行政专员,人事部,智联招聘,2024-03-21,不通过,,,,,,,,,,,,,,,,否
RES01031,数据分析师,产品部,内部推荐,2025-01-17,不通过,,,,,,,,,,,,,,,,否
RES01032,销售代表,销售部,智联招聘,2025-02-19,不通过,,,,,,,,,,,,,,,,否
RES01033,HRBP,人事部,智联招聘,2025-04-15,通过,2025-04-19,2025-04-22,陶玉兰,候选人放弃,,,,,,,,,,,,否
RES01034,测试工程师,技术部,智联招聘,2024-09-06,不通过,,,,,,,,,,,,,,,,否
RES01035,市场推广,市场部,前程无忧,2024-08-19,通过,2024-08-20,2024-08-26,王成,不通过,,,,,,,,,,,,否
RES01036,行政专员,人事部,猎头,2024-11-03,通过,2024-11-07,2024-11-09,原海燕,候选人放弃,,,,,,,,,,,,否
RES01037,HRBP,人事部,前程无忧,2024-03-23,不通过,,,,,,,,,,,,,,,,否
RES01038,测试工程师,技术部,BOSS直聘,2024-02-02,不通过,,,,,,,,,,,,,,,,否
RES01039,客服主管,客服部,BOSS直聘,2024-04-05,通过,2024-04-10,2024-04-09,张淑英,不通过,,,,,,,,,,,,否
RES01040,测试工程师,技术部,BOSS直聘,2025-02-19,不通过,,,,,,,,,,,,,,,,否
RES01041,客服主管,客服部,前程无忧,2025-01-23,通过,2025-01-25,2025-02-01,庄斌,不通过,,,,,,,,,,,,否
RES01042,客服主管,客服部,前程无忧,2025-01-21,通过,2025-01-26,2025-01-29,崔桂芝,不通过,,,,,,,,,,,,否
RES01043,HRBP,人事部,BOSS直聘,2025-05-02,不通过,,,,,,,,,,,,,,,,否
RES01044,测试工程师,技术部,猎聘,2024-02-27,不通过,,,,,,,,,,,,,,,,否
RES01045,测试工程师,技术部,内部推荐,2024-01-10,不通过,,,,,,,,,,,,,,,,否
RES01046,客服主管,客服部,BOSS直聘,2024-06-24,通过,2024-06-27,2024-07-04,高建,通过,2024-07-06,卢伟,不通过,,,,,,,,,否
RES01047,产品经理,产品部,智联招聘,2024-03-25,通过,2024-03-27,2024-04-04,郭娜,通过,2024-04-01,傅坤,通过,2024-04-12,吕洋,通过,2024-04-17,30k,32075.0,否,,否
RES01048,销售代表,销售部,猎头,2025-05-26,通过,2025-05-27,2025-06-05,陈鑫,通过,2025-06-07,吕桂花,通过,2025-06-13,梁秀荣,不通过,,,,,,否
RES01049,前端开发工程师,技术部,智联招聘,2025-03-20,不通过,,,,,,,,,,,,,,,,否
RES01050,测试工程师,技术部,内部推荐,2024-12-05,通过,2024-12-07,2024-12-08,赵淑兰,候选人放弃,,,,,,,,,,,,否
RES01051,行政专员,人事部,智联招聘,2024-04-07,通过,2024-04-10,2024-04-10,何丽娟,不通过,,,,,,,,,,,,否
RES01052,数据分析师,产品部,内部推荐,2025-06-24,通过,2025-06-25,2025-07-02,吴桂兰,候选人放弃,,,,,,,,,,,,否
RES01053,产品运营,运营部,内部推荐,2024-02-13,通过,2024-02-18,2024-02-19,黄龙,通过,2024-02-27,郭雪,通过,2024-02-25,刘鹏,不通过,,,,,,否
RES01054,HRBP,人事部,猎聘,2024-08-23,通过,2024-08-28,2024-08-29,葛旭,通过,2024-09-05,王东,不通过,,,,,,,,,否
RES01055,HRBP,人事部,校园招聘,2024-08-04,通过,2024-08-07,2024-08-09,张强,不通过,,,,,,,,,,,,否
RES01056,销售代表,销售部,校园招聘,2025-05-01,不通过,,,,,,,,,,,,,,,,否
RES01057,测试工程师,技术部,前程无忧,2024-10-04,不通过,,,,,,,,,,,,,,,,否
RES01058,测试工程师,技术部,BOSS直聘,2024-02-17,不通过,,,,,,,,,,,,,,,,否
RES01059,Java开发工程师,技术部,智联招聘,2024-03-17,不通过,,,,,,,,,,,,,,,,否
RES01060,数据分析师,产品部,内部推荐,2024-10-14,通过,2024-10-15,2024-10-18,王建平,通过,2024-10-24,王辉,通过,2024-10-30,张金凤,不通过,,,,,,否
RES01061,财务会计,财务部,猎聘,2024-02-03,通过,2024-02-04,2024-02-10,张桂珍,候选人放弃,,,,,,,,,,,,否
RES01062,市场推广,市场部,BOSS直聘,2024-07-02,不通过,,,,,,,,,,,,,,,,否
